id,title,year,taglines
3943445,"Last Day of Summer",2009,"Everybody has a bad day,Anyone can have a bad day"
3943472,"Last Days",2010,"Stay Together. Stay Alive. Trust no one."
3943484,"Last Days Here",2011,"In life there isn't always an encore."
3943510,"Last Days of Simon",2009,"Not amounting to anything in life? Don't worry, neither is he."
3943624,"Last Girl",2013,"She's Dying to Please You,She's dying to please you."
3943671,"Last Hours in Suburbia",2012,"To save her future, she must remember the past."
3943680,"Last I Heard",2013,"20 years in prison and time stood still... but the world did not."
3943699,"Last Kind Words",2012,"Love is haunting."
3943713,"Last Kung Fu Monk",2010,"His fight arrives in New York"
3943736,"Last Letters from Monte Rosa",2010,"The greatest untold story of WWII.,Brothers in arms, united till the end.,For country. For duty. For Honour."
3943895,"Last Night",2010,"Temptation can lead anywhere"
3943959,"Last Night in Brooklyn",2009,"When you find out, your life is a lie...how far will you go to find out the truth?,When everything you believed in is a lie...how far will you go to find out the truth."
3944095,"Last Ounce of Courage",2012,"It's time to take a stand.,A story of family, faith and freedom."
3944504,"Last Vegas",2013,"It's going to be legendary,One legendary weekend"
3944539,"Last Will & Testament",2012,"The truth behind Shakespeare could rewrite history."
3944553,"Last Winter",2011,"Nobody wants to play alone."
3944583,"Last Words",2011,"The choices you make define your life,No one is safe from thyself"
3945600,"Laughing to the Bank with Brian Hooks",2011,"Sometimes you have to do it yourself!"
3945617,Laughter,2012,"Evil begins with a laugh"
3945897,Laura,2011,"Director tries to make a film about mysterious character."
3946178,Lavanderia,2010,"There was a man that was living in a world of ""darkness""..., Until he met someone who showed him the ""light!"""
3946297,"Law Abiding Citizen",2009,"The System Must Pay,Justice At Any Cost,How do you stop a killer who is already behind bars?,They killed his family. Now justice is his vengeance. (UK Quad)"
3946424,Lawless,2012,"When the law became corrupt, outlaws became heroes."
3946540,"Lawson: White Heat",2009,"In a city held hostage by drugs and violence, there's only one man who can do the job..."
3946609,"Lay the Favorite",2012,"How far can a losing shot take you?"
3946967,LCRS,2010,"Because some people never learn."
3954768,"Le Squatch: Master Criminal",2011,"A man needs to become something greater than himself,A hero will rise, as long as he can take the elevator"
3956036,"Leading Ladies",2010,"Let Love Lead!"
3956208,Leap,2010,"Sometimes it takes a leap of faith"
3956238,"Leap of Faith",2009,"See you on the other side,See you on the other side!"
3956251,"Leap of Faith: Fast Lane to Farmstead",2009,"What would make two men leave the big city...for 34 goats?"
3956264,"Leap Year",2010,"Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend."
3956272,"Leap: Rise of the Beast",2011,"The Time Is At Hand"
3956496,"Least Among Saints",2012,"From a battlefield...or a broken home...The least among us become our saints."
3956505,Leather,2013,"It's Good To Have A Thick Skin."
3956642,"Leave It on the Court",2010,"Mid Major School, Big Dreams"
3956782,"Leaves of Grass",2009,"Drugs, Murder, and Brotherly Love."
3956898,"Leaving Selma",2011,"The darkest hour of the Civil Rights movement became it's greatest victory."
3956965,"Lebanon, Pa.",2010,"Life Happens When You Least Expect It"
3957527,"Left Behind: Stories of Homeless Youth",2013,"Our youth are being Left Behind."
3957537,"Left Field",2009,"The official story of Chicago's unofficial kickball league."
3957548,"Left for Dead",2010,"You shouldn't have left him for dead..."
3957687,Leftovers,2010,"The dead walk the earth... Deal with it."
3958098,Legend,2013,"Hidden Within All Legends is a Truth to be Revealed..."
3958129,"Legend of Billy Fail",2009,"All boys grow old. Some become men."
3958170,"Legend of Love",2013,"When love is color-blind... Nothing is black and white"
3958218,"Legend of the Guardians: The Owls of Ga'Hoole",2010,"On his way to finding a legend...he will become one."
3958235,"Legend of the Melonheads",2010,"All Legends begin with Truth"
3958249,"Legend of the Red Reaper",2013,"This isn't your grandmother's fairy tale,Humanity has a new Heroine,A Dark Heroine VS An Ancient Evil. The battle begins,We can be like they are"
3958336,Legendary,2009,"The true story of the first Muay Thai Champion to fight in the Ring and Octagon"
3958338,Legendary,2010,"Some Legends are born out of Struggle."
3958439,"Legends of Oz: Dorothy's Return",2013,"There's trouble in OZ...,Follow The Yellow Brick Road To An Amazing New Adventure.,The Adventure Never Ends,A New Adventure Begins"
3958468,"Legends of the Knight",2013,"Put on your cape and be inspired. #WEareBATMAN"
3958529,Legion,2010,"When the last angel falls, the fight for mankind begins."
3958549,"Legion of Terror",2009,"They want to scare the hell out of you."
3958550,"Legion of the Black",2012,"We are legion, for we are many."
3959291,Lemmy,2010,"49% Motherf**ker, 51% Son of a Bitch."
3959437,"Len Bias",2009,"The Legend you know, the Story you didn't"
3959717,"Lenny Cooke",2013,"Remember His Face."
3960163,Leonie,2010,"A mother's courage and a clash of cultures inspire the artist that transcends both"
3963463,"Les Misérables",2012,"Fight. Dream. Hope. Love.,The Dream Lives This Christmas"
3966279,"Lesson Before Love",2011,"Sometimes the toughest person to learn to love, is yourself."
3966392,"Lessons of the Blood",2010,"Japanese revisionism, the WWII invasion of China, propaganda, historical memory, biological warfare, victims and wounds."
3966475,"Let Clay Be Clay",2013,"What you don't know, does hurt you, badly.,How long are you willing to fight for justice?"
3966493,"Let Fury Have the Hour",2012,"What kind of world do you want to live in?"
3966506,"Let Go",2011,"A comedy about love, loss and other felonies"
3966678,"Let Me Die Quietly",2009,"What he sees can kill you.,Sometimes the life flashing before your eyes isn't your own.,Death is never what it seems.,When the dead scream someone should listen."
3966721,"Let Me In",2010,"Innocence dies. Abby doesn't."
3966751,"Let Me Out",2009,"What if you realized you were nothing more than a character in a film?"
3966901,"Let the Record Show",2013,"AIDS was the diagnosis, indifference the disease, a ribbon the symbol."
3966911,"Let Them Be Kids",2012,"It's not about a playground"
3967059,"Let's Be Out, The Sun Is Shining",2012,"Easy come, easy go"
3967347,"Let's Make a Movie",2012,"Lights...Camera...Catastrophe!,Lights...Camera...Indiesaster!"
3968064,"Letters of Tuskegee",2013,"In 2012 a film reel was found which revealed interviews of Tuskegee Airmen family members."
3968096,"Letters to God",2010,"Hope is contagious......,Given the right address, anything is possible."
3968100,"Letters to Juliet",2010,"What if you had a second chance to find true love?,The greatest love story ever told... is your own,Love finds you when you least expect it."
3968166,"Letting Go",2012,"Joel is about to be given a new leash on life."
3968861,"Lexie Cannes",2009,"A woman who cannot hear is stalked."
3969091,Li,2011,"Open your eyes..."
3969470,"Liberal Arts",2012,"Sometimes students make the best teachers."
3969510,Liberation,2013,"Freedom Isn't Free."
3970111,Licks,2013,"Dying for a second chance."
3970242,"Lie with Me",2012,"A journey of love in a forbidden place"
3970771,"Lies & Illusions",2009,"A writer, torn between two lovers is hunted by spies in search of stolen diamonds.,Nothing is what it seems."
3971033,"Life 2.0",2010,"Virtual World, New Reality"
3971081,"Life After Death",2009,"I lost my husband. I lost my son. I lost my daughter."
3971274,"Life as We Know It",2010,"A comedy about taking it one step at a time."
3971305,"Life at the Resort",2011,"Where rumors are spread and secrets are said.,An Unromantic, Politically Incorrect Comedy."
3971370,"Life by Lobster",2009,"On the coast of Maine lobstering is more than a profession, it's a way of life."
3971513,"Life Happens",2009,"A look into the lives of an offbeat NYC healer and his troubled clients"
3971514,"Life Happens",2010,"The story of people who almost weren't."
3971543,"Life in a Day",2011,"Filmed by You"
3971651,"Life in Perpetual Beta",2010,"Is the Planned Life Worth Living?"
3971703,"Life in the Fastlane",2010,"Life Happens When We Least Expect It..."
3971752,"Life Inside Out",2013,"A first step. A second chance."
3971861,"Life Is Hot in Cracktown",2009,"Be cool. You're so cool. Life is cool in Cracktown."
3972006,"Life of a King",2013,"Think before you move."
3972034,"Life of an Actress",2009,"The life of an actress is examined by profiling/following eleven aspiring actresses in New York.,What is the life of an aspiring actress really like?"
3972050,"Life of Chris Ryan",2013,"If it wasn't for motocross I'd probably be a Gangsta."
3972053,"Life of Crime",2013,"Right target. Wrong woman."
3972083,"Life of Pi",2012,"Don't lose hope.,Welcome to Pi's Ark."
3972117,"Life of the Party",2013,"LIFE OF THE PARTY is '30 Rock' meets 'Party Down', set to the backdrop of a dysfunctional New Jersey entertainment/party-motivation company. These are the people that you see at every Wedding, Bar-Mitzvah, and Sweet Sixteen, pulling people onto the dance floor and teaching Grandma how to do the electric slide."
3972128,"Life of the Party: Vol. II",2010,"What's on the docket for tonight?"
3972283,"Life Passion Death",2009,"Life is unpredictable..."
3972294,"Life Remote Control",2011,"Impatience is our greatest strength"
3972304,"Life Room",2009,"Do YOU have a place to hide?"
3972335,"Life Size Memories",2012,"Elephants in True Colors"
3972403,"Life Tracker",2013,"If your DNA could predict your future... Would you want to know?"
3972510,"Life! Camera Action...",2012,"Even Impossible says I'm Possible..."
3972513,"Life's a Beach",2012,"...don't drink the juice."
3972535,"Life's a Drag (When You're a Man in a Dress)",2009,"A drag queen discovers he has a 12-year-old daughter his ex never told him about."
3972542,"Life's a Jungle: Africa's Most Wanted",2012,"Jungle movie,family film"
3972562,"Life's an Itch",2012,"Where doctors are German, yogis are hot and your neighbor walks a fish.,Hollywood's first chick flick made for guys.,Finally, the movie that answers the question, can a man open his Chakras and still keep his pants on?,The last thing Roger needed was his wife's Yoga teacher moving in."
3972686,"Life, Love and Loss",2009,"When the price of loyalty cycles into the loss of everything he loves"
3972713,Life.less,2011,"What doesn't kill you, makes you stronger!"
3972720,"Life: A Documentary",2011,"If you had 1 minute to share something from your life, what would you share?"
3972800,Lifeless,2013,"How do you catch a killer who has no motive?"
3973297,"Light It Up!",2013,"Looking at American Culture in the Arts"
3973336,"Light of Mine",2011,"What do you want to remember seeing?"
3973538,"Lighthouse Lane",2010,"There's no escaping the madness on Lighthouse Lane."
3973742,"Lights Out",2010,"Sometimes things are better kept in the dark!"
3974127,"Like Crazy",2011,"I want you - I need you - I love you - I miss you"
3974132,"Like Dandelion Dust",2009,"Sometimes the greatest love is letting go."
3974354,"Like the Spider",2013,"Sooner or later...everything dies"
3974924,Lily,2009,"Everyone has a story to write, a story that you can't leave behind."
3975226,"Limbo Lounge",2010,"How Low Will You Go?"
3975282,Limelight,2011,"The rise and fall of New York's greatest nightclub empire."
3975395,Limitless,2011,"What if a pill could make you rich and powerful?,Everything is possible when you open your mind"
3975792,"Line of Duty",2013,"Some lines are meant to be crossed"
3975915,"Lines of Tribe",2011,"Interracial Marriages,Interracial Marriages in 21st Century,Interracial Relationship in the 21st century"
3976215,Linsanity,2013,"Undrafted. Unwanted. Unwavering. The True Story of Jeremy Lin."
3976244,Linum,2009,"The solution is the problem."
3976280,"Lion Ark",2013,"They lifted the curtain. Freedom roared."
3976407,Lionhead,2013,"A scam worth its weight in goldfish."
3976507,"Lip Service",2013,"What Would You Risk For Your Big Break?"
3976592,"Lipstick and Bullets",2012,"You won't have to wait long for the bullets to fly."
3976766,"Liquor Store Cactus",2009,"Liquor Store Cactus is a bittersweet look at the reality of life..."
3977058,"List of Saints",2010,"We've all heard stories."
3977192,"Listen to Your Heart",2010,"One song can change your life."
3977412,Litterbug,2009,"An earth-friendly, Generation X, coming-of(middle)age, romantic comedy you can dance to."
3977508,"Little Ballers",2013,"Everybody Has A Dream"
3977588,"Little Birds",2011,"How far would you go?"
3977630,"Little Blue Pill",2010,"Little Pill, BIG Problem"
3977860,"Little Did He Know",2013,"When life gets difficult just laugh."
3977980,"Little Fockers",2010,"The Fockers are back & funnier than ever.,Maybe kids will bring them closer?,Kids bring everyone closer, right?"
3978116,"Little Hercules in 3-D",2009,"A superhero who wanted to be a boy"
3978200,"Little Joe",2009,"Andy Warhol made him famous. The underground films made him a sexual icon. His body made him a legend."
3978239,"Little Klaus Big World",2011,"Are you crazy enough to follow your dream?,I am French but I am Ok,How long does it take to be pretty?,Waiter or action star, two things you can do anywhere"
3979198,Littlerock,2010,"Lost in love, language and Littlerock."
3979354,"Live 2 Tell: The Lucas Torres Story",2011,"Camden, New Jersey, the richest poor city!"
3979532,"Live Evil",2009,"Life Can Be More Evil Than Death"
3979627,"Live from SugarHill Studios",2010,"New Music From America's Most Historic Studio"
3979998,"Lives Worth Living",2011,"The Great Fight for Disability Rights"
3980005,Livestock,2009,"You're Just Cattle To Them..."
3980091,"Livin' by the Gun",2011,"He holds your fate in his hands"
3980536,"Living the American Nightmare",2011,"It Started as a Twisted Dream...,The Story of a Rockstar."
3980539,"Living the Blues: The Story of Canned Heat",2009,"we re introduced John Lee Hooker and Albert Collins and Son House to the world,I was Born to Play in Canned Heat"
3980634,"Living Will...",2010,"They were the best of times. They were the worst of times...,If there's a will, there's a way"
3980890,"Lizard Boy",2011,"""That Thing is My Son!"""
3980900,"Lizard Man",2012,"The Terror of the Swamp Unleashed,Haunted by a Terrifying Incident in his Past"
3980932,"Lizzie Borden's Revenge",2013,"The Axe is Back!"
3981292,"Llyn Foulkes One Man Band",2013,"The most famous artist you never heard of"
3981332,Lo,2009,"Love is Hell."
3981395,"Lo imposible",2012,"Nothing is more powerful than the human spirit."
3981883,Loaner,2009,"You're only in over your head when you know how deep you are."
3982206,Lock-Load-Love,2009,"Are You Ready for Your Next Date?"
3982253,Locke,2013,"No turning back"
3982283,"Locked Away",2010,"Maternal obsession out of control"
3982287,"Locked Down",2010,"He rules the streets from the inside..."
3982660,"Lofty Intentions",2009,"Do you have Lofty Intentions?"
3982769,Logos,2013,"All things have a computable end-state."
3982959,LOL,2012,"You can change your status, but not your heart.,Rebelde. Divertida. Incomprendida, Popular. Descubre tu mundo. (Rebel. Funny. Misunderstood, Popular. Discover your world.)"
3983079,"Lola Versus",2012,"Lola vs. Sex, Love, Lola, The World."
3983359,"London Boulevard",2010,"Not every criminal wants to be one."
3983687,"Lone Survivor",2013,"Live to Tell the Story,Based on True Acts of Courage,Vive para contar la historia (Live to tell the story)"
3983791,"Lonely Boy",2013,"Don't let the green grass fool you."
3983856,"Lonely Joe",2009,"Stay off the Tracks."
3983908,"Lonely the Film",2012,"Sometimes you must choose between forgiveness, and vengeance."
3984245,"Long Live the Dead",2013,"A Zombie Anthology,Five Tales of Zombie Terror From a Female Perspective!"
3984385,"Long Shot: The Kevin Laue Story",2012,"A boy is forced into early manhood as he struggles to be the first one-armed Division I College Basketball player."
3984516,"Long-Distance Princess",2012,"Love Can Be An Ocean Away"
3984534,Longchamps,2011,"Maybe the only way to save the world"
3984564,Longhorns,2011,"Beers, Steers...and a few Queers.,Biere, Stiere udn ein paar Queere ... (tagline from German poster),Wanna help a buddy out?"
3984703,"Look Alike",2013,"She's really not that bad. Just different."
3985106,"Look Hard",2009,"What if you met the love of your life while you're running for your own?"
3985318,"Looking Back on Love: Making Black and White America",2013,"The future looks as though it has come around"
3985386,"Looking for Clarissa",2013,"Fear the living"
3985544,"Looking for the Lone Star",2010,"Rhyme and Reason in the Deep South"
3985754,Loop,2012,"Documenting murder was not supposed to be this real."
3985805,Looper,2012,"Hunted by your future. Haunted by your past.,Face your future. Fight your past."
3985988,Loosies,2011,"Love is not a crime."
3986103,"Lord Byron",2011,"can't spend what you ain't got"
3986336,"Lords of the Sky",2013,"Culture. Honor. Rivalry. Crime. The story of Taiwan's national obsession."
3987535,"Los ilusionautas",2012,"A film with a little science, and a whole lot of fiction."
3988646,"Losers Take All",2011,"""I mean, God forbid you should follow your dreams."""
3988682,"Losing Control",2011,"A smart and original, quirky comedy about a female scientist who wants proof that her boyfriend is ""the one."""
3988692,"Losing Faith",2009,"Who will you turn to when your faith is tested"
3988716,"Losing Her",2012,"Every story has a loss, every loss has a story."
3988824,"Losing You",2009,"Some people will do crazy things for the one they love."
3988886,"Loss of Life",2013,"Whatever happens, don't stop filming."
3989191,"Lost and Gone Forever",2009,"you are here. . ."
3989205,"Lost Angel",2009,"Three small town actors move to LA to become famous and discover a world of drugs, sex and fame that changes their lives forever.,City of Dreams..."
3989232,"Lost Angels: Skid Row Is My Home",2010,"When we went to skid row in Los Angeles to film The Soloist, we discovered a community,Home is where the help is."
3989299,"Lost Boys of Paradise",2012,"A Journey to Reclaim the Children of Guatemala's Slums,See the movie. Join the movement. Change a LIFE."
3989339,"Lost Child?",2012,"Wherever you are is where here is."
3989420,"Lost Dream",2009,"Two souls lost... a friendship discovered... a dream that cannot be forgotten."
3989430,"Lost Everything",2010,"Some people will do anything...to keep the things they have,Miami... Sunny beaches... Shady People."
3989441,"Lost Flight",2012,"As the sole survivor of a plane crash Deborah deals with her life."
3989459,"Lost Forever",2011,"Nitrate won't wait,Film Preservation,Film Restoration"
3989550,"Lost in Abroad",2012,"lost in abroad"
3989555,"Lost in America",2009,"It's Easy to Be Lost"
3989609,"Lost in Fugue",2013,"Memory is a Mystery..."
3989625,"Lost in Immortality",2013,"Unforgiving decisions lead to unfortunate events. There are no possible fortunate outcomes. None that won't happen without some degree of affliction."
3989807,"Lost in the Woods",2009,"Just When You Thought It Was Safe To Go Back In The Forest!"
3989995,"Lost Nation: The Ioway 2 & 3",2013,"Two new films in the award-winning series bring the Ioway story full circle."
3990097,"Lost Revolution",2011,"Who can you trust when you've been betrayed by everyone?"
3990102,"Lost Road of the Popes: Via Papale",2009,"A Church on the brink of ruin, an uncertain future, a glorious comeback"
3990146,"Lost Soul",2009,"Never Forget Me"
3990173,"Lost Sparrow",2009,"Three decades ago, two Crow Indian brothers ran away from home and no one knew why. Their sudden and mysterious deaths sent shock waves through a tiny upstate New York community. This is their adoptive brother's journey to bring the two boys home and confront a painful truth that shattered his family."
3990319,"Lost Without Love",2013,"A love story bundled with truckloads of comedy."
3990602,"Lottery Ticket",2010,"Winning is just the beginning. Surviving is another story."
3990620,Lotto,2010,"if the truth is told in our dreams then Lotto is a sea of wild imagininings that we may never want to face."
3990905,"Louis Lake",2012,"Four friends return home to a small town in Wyoming, for their friend Trisha's wedding. Now that they're back...they may never leave..."
3990921,"Louis Sullivan: the Struggle for American Architecture",2010,"Everything begins with a seed."
3991247,"Love & Other Drugs",2010,"Accros aux nuits sans lendemain ou dépendants l'un de l'autre? (Addicted to one-night stands or dependent on one another?) (French)"
3991338,Love,2011,"Have you ever felt alone?...What if you truly were?"
3991416,"Love 10 to 1",2009,"In a city where single women outnumber men by 10 to 1, what are the odds of finding ""THE ONE""?"
3991719,"Love and Other Impossible Pursuits",2009,"Love makes everything possible."
3991891,"Love at First Hiccup",2009,"There is a first time for everything,It was Love at First Hiccup."
3992123,"Love Chaos",2011,"Welcome to the New Jersey Shore! Please deposit your clichés on the other side of the bridge."
3992186,"Love Conquers Paul",2009,"There's a little Paul in us all."
3992207,"Love Cures Cancer: Bruno Mars Rocks Project Ethos",2010,"LoveCuresCancer: No overhead, no salaries...just LOVE."
3992208,"Love Cures Cancer: Far East Movement Rocks Project Ethos",2009,"LoveCuresCancer: No overhead, no salaries...just LOVE.,Love Cures Cancer: No overhead, no salaries...just LOVE."
3992210,"Love Cures Cancer: Take a Chance on Love",2009,"LoveCuresCancer: No overhead, no salaries...just LOVE.,Love Cures Cancer: No overhead, no salaries...just LOVE."
3992211,"Love Cures Cancer: Take a Chance on Love II",2011,"LoveCuresCancer: No overhead, no salaries...just LOVE."
3992300,"Love Etc.",2010,"Five Real Stories - One City"
3992470,"Love Happens",2009,"Sometimes when you least expect it..."
3992486,"Love Hate Love",2011,"Three families faced the unthinkable...and chose love."
3992538,"Love Hurts",2009,"A Painfully Romantic Comedy"
3992569,"Love in a Coffee Shop",2013,"Sometimes you never know the place where love begins."
3992882,"Love Is a Thieves' Game",2011,"These Are The Rules"
3993563,"Love N' Dancing",2009,"Only two things in life are universal,let the passion take you away."
3993699,"Love on the Line",2010,"Love... will you find it in a chance encounter with destiny or is it in you inbox?"
3993709,"Love on the Rocks",2010,"Love bites. And kicks, and screams."
3993842,"Love Ranch",2010,"When It Comes To Love... Everyone Pays A Price.,She Found Love In The Most Unexpected Of Places.,A Story About Money, Power, Murder... And The One Thing That Makes The World Go Round."
3993944,"Love Sick Diaries",2010,"If Love is blind, why is Love So Damn important?"
3993948,"Love Sick Love",2012,"He loves me not."
3994013,"Love Stalker",2011,"an unromantic comedy"
3994195,"Love Thing",2012,"The last American musical comedy satire, its time has come."
3994290,"Love Triangle",2013,"Consequences Of Loving Too Hard"
3994308,"Love Unconditional",2012,"The Journey Begins"
3994323,"Love Unfolded",2011,"1,000 ways to screw this up...but only 1 way to make it up."
3994721,"Love, Concord",2012,"Every Gamer Wants to Score"
3994753,"Love, Gloria",2011,"All the Makings of a Killer Comeback"
3994871,"Love, Pride and Other Nonsense",2012,"There are things that can keep you down, like love, pride and other nonsense."
3994924,"Love, Wedding, Marriage",2011,"Here comes the ride."
3994943,"Love-In: A Musical Celebration",2009,"An exciting cinematic journey into the Summer of Love."
3994997,"Love: As You Like It",2012,"All the world's a stage, and all the men and women merely players.,A San Francisco love story - as told by Shakespeare."
3995106,Lovelace,2013,"X marks the legend.,The truth goes deeper than you think."
3995195,"Lovely Lily",2009,"In 24 little hours the world would change forever and Lily will rediscover the passion and love she has missed for so many years...with a little help from her friends"
3995234,Lovemakers,2011,"There Will Be Love"
3995331,Loverboy,2012,"He's more devil than you know..."
3995418,"Lovers of Hate",2010,"When love curdles, someone still has to eat it."
3995651,"Loving Lampposts",2010,"If you've met one autistic person, you've met one autistic person."
3996014,"Loyalty the Movie",2009,"How far will one man go to prove his loyalty"
3996055,"Lt. Dan Band: For the Common Good",2011,"The journey of a man and his band and the heroes they meet along the way"
3996217,"Lubie Love: The Movie",2009,"One Trucker, One Love, One Country Addicted to Oil"
3996340,"Lucella Green",2009,"What is money really worth?"
3996526,Lucid,2009,"Merrily, Merrily, Merrily, Merrily, Death is but a Dream.,Addiction. Obsession. Passion. What's your fate?,Do you ever wonder where your dreams go?"
3996539,Lucid,2013,"Wake Up"
3996544,Lucid,2013,"Reality is subjective"
3996629,Lucidity,2011,"Once you enter the forest, escape is only a dream"
3996726,"Lucifer's Unholy Desire",2012,"I want your seed!"
3996814,"Luck Be a Lady",2013,"How can Las Vegas be both sin city and the wedding capital of the nation?"
3996839,"Luck to 3",2009,"There's nothing to gain but friendship."
3996884,Lucky,2011,"Even a serial killer can win the lottery"
3997243,"Lucky Streak and the Crime Fighters",2010,"Saving the planet in tights."
3997265,"Lucky Them",2013,"Revisit your past. Rewrite your future."
3997423,"Lucy Is the Sunshine",2010,"You have to know where you've been to know where you're going"
3997457,"Lucy's Law",2011,"In the end, nothing was as it seemed; but everything ended exactly as it seemed."
3998447,Luminosity,2012,"Who have you lost?"
3998780,"Lunatics, Lovers & Poets",2010,"A struggling Novelist is haunted by the very thing is is writing about."
3998806,Lunch,2010,"what are children munching on?"
3998810,Lunch,2012,"The fabled guys that made America funny"
3998838,"Lunch Break",2013,"The life you lead can prevent you having a life."
3999678,LUV,2012,"Follow your hero. Or become your own man."
3999982,Lycanthrope,2010,"Behold, I send you forth as sheep in the midst of wolves.."
4001565,"M.O.G. Redux",2012,"When talking was the only app."
4002794,"Macbeth the Movie",2009,"Blood Will Have Blood"
4002857,MacGruber,2010,"The Ultimate Tool"
4002931,Machete,2010,"He was given an offer he couldn't refuse...,They just fucked with the wrong Mexican!,If you're going to hire Machete to kill the bad guy, you better make damn sure the bad guy isn't you!,He knows the score. He gets the women. And he kills the bad guys!,Yesterday He Was a Decent Man Living a Decent Life. Now He is a Brutal Savage Who Must Slaughter to Stay Alive.,A Pissed Off Mexican Out to Settle a Score,Lindsay Lohan as The Sister,Robert De Niro as The Senator,Danny Trejo as Machete,Michelle Rodriguez as She,Jessica Alba as Sartana,Steven Seagal as Torrez"
4002937,"Machete Joe",2010,"....and cut,When darkness falls, who makes the final cut?,Tragedy made him a monster. Vengeance made him a killer.,Fear the blade."
4002938,"Machete Kills",2013,"Trained to kill. Left for dead. Back for more."
4003045,"Machine Gun Preacher",2011,"Hope is the greatest weapon of all"
4003160,Machotaildrop,2009,"The memoirs of Walter Rhum,Roll with the Gods"
4003633,"Mad Long",2011,"A group of poor kids who vanished four years ago reappear and get involved in the filmmakers' lives."
4003646,"Mad Mad Wagon Party",2010,"A Comical Western Spoof!,California or Bust!"
4003795,"Mad World",2010,"The Hurt is Coming"
4003827,"Madagascar 3: Europe's Most Wanted",2012,"Six years ago, they disappeared without a trace. Next summer, they finally resurface"
4004386,"Made a Machine by Describing the Landscape",2011,"A Film About Califone"
4004515,"Made in Cleveland",2013,"A collection of short stories about life, love and the pursuit of happiness... In Cleveland."
4004606,"Made in New Mexico",2012,"There's a powerful spirit here."
4004760,"Madea's Witness Protection",2012,"Believe it or not, they know too much.,New Look. New York. New Madea."
4005083,"Madison County",2011,"Pretend you're somewhere else.,If you're here...you're already dead."
4005085,"Madison Hall",2009,"Major: Undeclared. Minor: Terrorism.,Because These College Students Are That Stupid.,The New Faces Of Terrorism.,Drunk Is Better Than Not Drunk.,All Is Fair In Love And Revenge."
4005210,"Madoff: Made Off with America",2013,"The movie Wall Street didn't want made,The (mostly) true story of the greatest thief in American history,The movie Hollywood didn't want to make,Banksters Destroy the American Dream!"
4005836,"Mafia Sons",2009,"Sopranos meets Entourage,We're not looking for trouble, just bit parts."
4006113,"Maggie Marvel",2011,"Hired Killer, Single Mom"
4006252,"Magic Camp",2012,"No campfires. No sing-alongs. Just magic. Welcome to the REAL Hogwarts."
4006399,"Magic Magic",2013,"Journey to the deepest reaches of your darkest fears."
4006411,"Magic Men",2013,"Inner city kids use magic to get off the streets and onto the stage."
4006417,"Magic Mike",2012,"Work all day. Work it all night."
4006542,"Magic Trip: Ken Kesey's Search for a Kool Place",2011,"Ken Kesey's Search for a Kool Place"
4006546,"Magic Valley",2011,"One day. Several lives. One secret."
4006633,"Magical Universe",2013,"Imagination can take you out of this world."
4008267,"Main Street",2010,"An offer too good to be true... it just might be"
4008279,"Main Street Speaks",2012,"Main Street Speaks Economic Documentary"
4008879,"Major Rockstar",2011,"How hard would you work to be a star?"
4009045,Make,2011,"The documentary film MAKE is a window into the lives of four artists, each isolated from the world around them and compelled to create to the point of obsession."
4009058,"Make a Movie Like Spike",2011,"Objects In Mirror Are Closer Than They Appear,Not for Power. Not for Glory. But for the Love of a Dream."
4009093,"Make Believe",2010,"Pick a Star. Any Star."
4009124,"Make Hummus Not War",2012,"A film about love, war, sex & politics... with chickpeas."
4009757,"Making Change",2012,"Sometimes it's easier to try to change the world....than yourself"
4009816,"Making Fifty Million",2010,"The mockumentary of a documentary that was never made about the making of a film that no one's seen."
4010211,"Making of a Dream",2009,"How does a spiritual journey become a tangible reality?"
4010425,"Making Sh*t Up",2011,"When all you are and all you do becomes your art, what do you do next?"
4010464,"Making the Boys",2011,"Broadway Hollywood Success Betrayal Sex Death Redemption,The Story Behind The Boys in the Band,A Revolution started by a Queen"
4010712,"Makua Charley",2013,"An ancient Hawaiian legend... with rows of sharp teeth!"
4011209,"Malcolm's (Sixth)",2012,"Don't sell your soul for fame..."
4011626,"Malice in Wonderland",2009,"Out of time...out of mind.,Guns, gangsters, pimps & prostitutes. Wonderland just got dirtier."
4011664,Malignant,2013,"The experiment is real."
4012635,Mamitas,2011,"You never know who will change your life forever"
4013059,"Man Free",2011,"There's an expression in Jamaica...MAN FREE"
4013398,"Man of Steel",2013,"Accomplish Wonder."
4013403,"Man of Tai Chi",2013,"No rules. No mercy. Pure fighting."
4013477,"Man on a Ledge",2012,"You can only push an innocent man so far.,If you do the time, you may as well do the crime.,A desperate man. The ultimate crime"
4014058,Manalive,2012,"Murderer... Thief... Adulterer... Innocent,Coming Alive in 2011"
4014216,Mancation,2012,"Not All Vacations Are Created Equal"
4014478,"Mandie and the Forgotten Christmas",2011,"What if Christmas was forgotten?"
4014676,Maneater,2009,"Some legends never die."
4014977,"Mango Tango",2009,"All Marlene ever wanted was to meet a nice man..."
4015025,Manhandlers,2012,"We are ready to manhandle you!,We thought he was some sort of psycho killer, so we killed him in his sleep"
4015028,Manhaters!,2012,"A Chick-Flick with Machetes"
4015240,Maniac,2012,"I warned you not to go out tonight"
4016881,"Map the Music",2010,"What does music mean to you?"
4017281,Marathon,2010,"how far our dreams can take us before we cross the finishing line"
